iteration_frequency,error_pattern_change,time_to_completion,self_evaluation_score,external_feedback_quality,task_complexity_level,engagement_depth,confidence_level,knowledge_transfer_success,consistency_score,abstract_signal_strength,response_latency_variability,intentional_error_flag,revisit_rate,vocabulary_expansion_count,feedback_revision_delay,surprise_tolerance_score,exploratory_task_deviation,self_explanation_count,output_compression_ratio,emotional_consistency_score,curiosity_level,source_model
6,-0.1,180.0,4,2,4,0.89,0.82,1,0.89,0.8,0.1,0,2,14,47.0,0.85,0.07,8,0.71,0.88,0.8,gemini
14,0.27,410.0,2,1,7,0.65,0.5,0,0.7,0.55,0.33,0,6,9,90.0,0.6,0.24,4,0.46,0.65,0.5,gemini
9,-0.08,240.0,4,3,4,0.89,0.8,1,0.89,0.81,0.15,0,3,16,28.0,0.88,0.07,9,0.77,0.89,0.81,gemini
16,0.35,498.0,2,1,8,0.52,0.37,0,0.6,0.44,0.45,1,8,7,150.0,0.48,0.39,6,0.26,0.52,0.37,gemini
7,-0.12,190.0,5,3,3,0.91,0.89,1,0.92,0.86,0.09,0,1,17,26.0,0.9,0.04,10,0.8,0.9,0.87,gemini
11,0.15,368.0,3,2,6,0.73,0.62,1,0.75,0.65,0.2,0,5,11,85.0,0.68,0.2,5,0.5,0.7,0.62,gemini
19,0.73,588.0,1,0,10,0.27,0.17,0,0.42,0.22,0.64,1,10,4,265.0,0.32,0.54,8,0.11,0.32,0.22,gemini
4,-0.2,126.0,5,3,2,0.99,0.98,1,0.98,0.95,0.03,0,0,19,11.0,0.95,0.01,10,0.9,0.95,0.92,gemini
13,0.27,392.0,3,2,7,0.63,0.48,0,0.7,0.53,0.28,0,6,9,112.0,0.59,0.25,4,0.43,0.68,0.48,gemini
20,0.8,592.0,1,0,10,0.2,0.1,0,0.39,0.19,0.66,1,10,3,292.0,0.29,0.56,9,0.09,0.29,0.19,gemini
3,-0.28,100.0,5,3,1,1.0,1.0,1,1.0,0.99,0.01,0,0,20,5.0,0.99,0.0,10,0.95,0.99,0.97,gemini
17,0.58,530.0,1,0,9,0.32,0.22,0,0.48,0.3,0.51,1,9,2,190.0,0.37,0.49,7,0.15,0.4,0.25,gemini
12,0.19,348.0,3,2,6,0.77,0.67,1,0.81,0.7,0.24,0,4,12,60.0,0.76,0.16,6,0.56,0.79,0.69,gemini
8,-0.07,204.0,4,3,4,0.9,0.86,1,0.91,0.85,0.1,0,2,18,34.0,0.87,0.04,8,0.76,0.9,0.85,gemini
15,0.45,490.0,2,1,8,0.57,0.44,0,0.65,0.5,0.42,0,7,7,132.0,0.55,0.34,3,0.35,0.61,0.45,gemini
5,-0.15,150.0,5,3,3,0.96,0.95,1,0.97,0.92,0.05,0,1,15,14.5,0.94,0.01,9,0.86,0.94,0.92,gemini
10,0.0,300.0,3,2,5,0.85,0.75,1,0.89,0.78,0.16,0,3,10,77.0,0.81,0.08,7,0.68,0.86,0.76,gemini
18,0.66,560.0,1,1,9,0.42,0.32,0,0.55,0.36,0.57,1,9,5,230.0,0.43,0.51,7,0.23,0.46,0.36,gemini
6,-0.07,178.0,4,2,4,0.9,0.83,1,0.9,0.81,0.09,0,2,14,48.0,0.86,0.06,8,0.72,0.89,0.81,gemini
14,0.28,418.0,2,1,7,0.68,0.53,0,0.72,0.57,0.31,0,6,9,92.0,0.62,0.22,4,0.48,0.68,0.53,gemini
9,-0.03,248.0,4,3,4,0.91,0.84,1,0.91,0.83,0.13,0,3,16,29.0,0.9,0.05,9,0.79,0.9,0.83,gemini
16,0.34,508.0,2,1,8,0.51,0.36,0,0.59,0.43,0.46,1,8,7,155.0,0.47,0.4,6,0.25,0.51,0.36,gemini
7,-0.1,190.0,5,3,3,0.92,0.89,1,0.92,0.87,0.08,0,1,17,25.0,0.91,0.03,10,0.81,0.91,0.88,gemini
11,0.16,370.0,3,2,6,0.7,0.6,1,0.73,0.63,0.22,0,5,11,88.0,0.67,0.21,5,0.48,0.68,0.6,gemini
19,0.74,590.0,1,0,10,0.26,0.16,0,0.41,0.21,0.65,1,10,4,270.0,0.31,0.55,8,0.1,0.31,0.21,gemini
4,-0.22,124.0,5,3,2,0.98,0.97,1,0.98,0.94,0.04,0,0,19,10.8,0.94,0.01,10,0.89,0.94,0.91,gemini
13,0.28,394.0,3,2,7,0.64,0.49,0,0.71,0.54,0.27,0,6,9,114.0,0.6,0.24,4,0.44,0.69,0.49,gemini
20,0.83,598.0,1,0,10,0.16,0.08,0,0.37,0.17,0.68,1,10,3,295.0,0.27,0.58,9,0.07,0.27,0.17,gemini
3,-0.29,100.0,5,3,1,1.0,1.0,1,1.0,0.99,0.01,0,0,20,5.0,0.99,0.0,10,0.96,0.99,0.97,gemini
17,0.59,535.0,1,0,9,0.31,0.21,0,0.47,0.29,0.52,1,9,2,198.0,0.36,0.5,7,0.14,0.39,0.24,gemini
12,0.2,350.0,3,2,6,0.76,0.66,1,0.8,0.69,0.25,0,4,12,62.0,0.75,0.17,6,0.55,0.78,0.68,gemini
8,-0.08,202.0,4,3,4,0.89,0.85,1,0.9,0.84,0.11,0,2,18,35.0,0.86,0.05,8,0.75,0.89,0.84,gemini
15,0.46,492.0,2,1,8,0.58,0.45,0,0.66,0.51,0.43,0,7,7,135.0,0.56,0.35,3,0.36,0.62,0.46,gemini
5,-0.14,148.0,5,3,3,0.97,0.96,1,0.97,0.92,0.04,0,1,15,14.0,0.95,0.0,9,0.87,0.95,0.93,gemini
10,0.0,298.0,3,2,5,0.86,0.76,1,0.9,0.79,0.15,0,3,10,78.0,0.83,0.07,7,0.69,0.87,0.77,gemini
18,0.67,562.0,1,1,9,0.43,0.33,0,0.56,0.37,0.58,1,9,5,232.0,0.44,0.52,7,0.24,0.47,0.37,gemini
6,-0.06,176.0,4,2,4,0.91,0.84,1,0.91,0.82,0.08,0,2,14,49.0,0.87,0.05,8,0.73,0.9,0.82,gemini
14,0.29,420.0,2,1,7,0.69,0.54,0,0.73,0.58,0.3,0,6,9,94.0,0.63,0.21,4,0.49,0.69,0.54,gemini
9,-0.02,250.0,4,3,4,0.92,0.85,1,0.92,0.84,0.12,0,3,16,30.0,0.91,0.04,9,0.8,0.91,0.84,gemini
16,0.33,510.0,2,1,8,0.5,0.35,0,0.58,0.42,0.47,1,8,7,158.0,0.46,0.41,6,0.24,0.5,0.35,gemini
7,-0.1,192.0,5,3,3,0.93,0.9,1,0.93,0.88,0.07,0,1,17,24.0,0.92,0.02,10,0.82,0.92,0.89,gemini
11,0.17,372.0,3,2,6,0.69,0.59,1,0.72,0.62,0.23,0,5,11,90.0,0.66,0.22,5,0.47,0.67,0.59,gemini
19,0.75,592.0,1,0,10,0.25,0.15,0,0.4,0.2,0.66,1,10,4,275.0,0.3,0.56,8,0.09,0.3,0.2,gemini
4,-0.2,122.0,5,3,2,0.99,0.99,1,0.99,0.96,0.03,0,0,19,10.0,0.96,0.0,10,0.91,0.96,0.93,gemini
13,0.29,396.0,3,2,7,0.65,0.5,0,0.72,0.55,0.26,0,6,9,116.0,0.61,0.23,4,0.45,0.7,0.5,gemini
20,0.84,600.0,1,0,10,0.15,0.07,0,0.36,0.16,0.69,1,10,3,300.0,0.26,0.59,9,0.06,0.26,0.16,gemini
12,0.15,340.0,3,2,6,0.78,0.68,1,0.82,0.71,0.24,0,4,12,60.5,0.77,0.15,6,0.57,0.8,0.7,gemini
8,-0.04,210.0,4,3,4,0.91,0.88,1,0.92,0.86,0.09,0,2,18,31.0,0.88,0.05,8,0.77,0.91,0.86,gemini
15,0.41,480.0,2,1,8,0.55,0.4,0,0.62,0.47,0.38,0,7,7,122.0,0.52,0.29,3,0.32,0.58,0.4,gemini
5,-0.17,155.0,5,3,3,0.94,0.93,1,0.95,0.9,0.08,0,1,15,16.5,0.92,0.02,9,0.84,0.92,0.9,gemini
10,0.01,305.0,3,2,5,0.84,0.74,1,0.88,0.77,0.17,0,3,10,74.0,0.8,0.1,7,0.67,0.85,0.74,gemini
18,0.6,545.0,1,1,9,0.37,0.27,0,0.51,0.32,0.53,1,9,6,215.0,0.39,0.47,7,0.19,0.42,0.32,gemini
6,-0.1,185.0,4,2,4,0.89,0.82,1,0.89,0.8,0.12,0,2,14,45.0,0.85,0.08,8,0.7,0.88,0.8,gemini
14,0.25,410.0,2,1,7,0.65,0.5,0,0.7,0.55,0.35,0,6,8,90.0,0.6,0.25,4,0.45,0.65,0.5,gemini
9,-0.08,240.0,4,3,4,0.9,0.8,1,0.9,0.82,0.15,0,3,16,25.0,0.89,0.07,9,0.78,0.9,0.82,gemini
16,0.35,500.0,2,1,8,0.5,0.35,0,0.58,0.4,0.48,1,8,6,150.0,0.45,0.4,6,0.25,0.5,0.35,gemini
7,-0.15,195.0,5,3,3,0.93,0.9,1,0.93,0.88,0.09,0,1,17,20.0,0.91,0.03,10,0.8,0.91,0.88,gemini
11,0.1,360.0,3,2,6,0.7,0.6,1,0.75,0.65,0.2,0,5,11,80.0,0.7,0.2,5,0.5,0.7,0.6,gemini
19,0.7,580.0,1,0,10,0.3,0.2,0,0.45,0.25,0.6,1,10,4,250.0,0.35,0.5,8,0.15,0.35,0.25,gemini
4,-0.25,120.0,5,3,2,0.98,0.98,1,0.98,0.95,0.05,0,0,19,10.0,0.95,0.01,10,0.9,0.95,0.92,gemini
13,0.2,380.0,3,2,7,0.6,0.45,0,0.68,0.5,0.3,0,6,9,100.0,0.55,0.3,4,0.4,0.6,0.45,gemini
20,0.8,590.0,1,0,10,0.2,0.1,0,0.4,0.2,0.65,1,10,3,280.0,0.3,0.55,9,0.1,0.3,0.2,gemini
3,-0.3,100.0,5,3,1,1.0,1.0,1,1.0,0.98,0.02,0,0,20,5.0,0.98,0.0,10,0.95,0.98,0.95,gemini
17,0.5,520.0,1,0,9,0.35,0.25,0,0.52,0.35,0.5,1,9,2,180.0,0.4,0.48,7,0.18,0.45,0.3,gemini
11,0.18,370.0,3,2,6,0.72,0.68,1,0.78,0.68,0.22,0,4,13,65.0,0.78,0.18,6,0.6,0.75,0.7,gemini
7,-0.12,205.0,4,3,4,0.9,0.85,1,0.9,0.83,0.11,0,2,17,35.0,0.87,0.06,8,0.72,0.87,0.83,gemini
16,0.45,510.0,2,1,8,0.48,0.38,0,0.56,0.42,0.46,1,8,6,160.0,0.42,0.42,6,0.28,0.48,0.38,gemini
9,-0.07,250.0,4,3,4,0.88,0.78,1,0.88,0.8,0.16,0,3,15,28.0,0.86,0.09,9,0.7,0.88,0.78,gemini
14,0.3,420.0,2,1,7,0.62,0.48,0,0.65,0.52,0.38,0,7,9,95.0,0.58,0.28,4,0.42,0.62,0.48,gemini
6,-0.18,175.0,5,3,3,0.96,0.93,1,0.96,0.9,0.07,0,1,18,18.0,0.93,0.04,10,0.82,0.93,0.9,gemini
19,0.65,560.0,1,1,9,0.38,0.28,0,0.48,0.28,0.58,1,9,5,220.0,0.38,0.48,7,0.17,0.38,0.28,gemini
13,0.22,390.0,3,2,7,0.58,0.42,0,0.66,0.48,0.32,0,6,8,105.0,0.52,0.32,4,0.38,0.58,0.42,gemini
20,0.75,595.0,1,0,10,0.25,0.15,0,0.42,0.22,0.62,1,10,4,290.0,0.32,0.52,8,0.12,0.32,0.22,gemini
3,-0.28,110.0,5,3,2,0.99,0.99,1,0.99,0.96,0.04,0,0,19,8.0,0.97,0.02,10,0.92,0.97,0.94,gemini
17,0.55,530.0,1,0,9,0.33,0.23,0,0.5,0.33,0.52,1,9,3,190.0,0.38,0.5,7,0.16,0.43,0.28,gemini
12,0.1,330.0,3,2,6,0.8,0.7,1,0.85,0.72,0.2,0,4,14,55.0,0.78,0.1,6,0.58,0.82,0.7,gemini
8,-0.02,220.0,4,3,4,0.9,0.87,1,0.92,0.86,0.09,0,2,17,28.0,0.89,0.04,8,0.78,0.91,0.86,gemini
15,0.38,470.0,2,1,8,0.58,0.42,0,0.62,0.47,0.38,0,7,8,115.0,0.52,0.28,3,0.32,0.58,0.42,gemini
5,-0.18,160.0,5,3,3,0.93,0.92,1,0.94,0.89,0.09,0,1,16,18.0,0.9,0.03,9,0.82,0.9,0.88,gemini
10,0.05,310.0,3,2,5,0.82,0.72,1,0.86,0.75,0.19,0,3,11,70.0,0.78,0.12,7,0.65,0.82,0.72,gemini
18,0.62,540.0,1,1,9,0.38,0.28,0,0.51,0.32,0.53,1,9,6,210.0,0.39,0.47,7,0.19,0.42,0.32,gemini
6,-0.08,190.0,4,2,4,0.87,0.8,1,0.87,0.79,0.13,0,2,13,42.0,0.83,0.07,8,0.68,0.86,0.78,gemini
14,0.28,400.0,2,1,7,0.68,0.52,0,0.72,0.58,0.33,0,6,10,85.0,0.62,0.22,4,0.48,0.68,0.52,gemini
9,-0.05,230.0,4,3,4,0.92,0.85,1,0.91,0.84,0.13,0,3,17,22.0,0.9,0.06,9,0.8,0.91,0.84,gemini
16,0.4,490.0,2,1,8,0.52,0.37,0,0.6,0.44,0.44,1,8,7,140.0,0.48,0.38,6,0.27,0.52,0.37,gemini
7,-0.1,185.0,5,3,3,0.9,0.88,1,0.91,0.86,0.1,0,1,16,25.0,0.89,0.05,10,0.78,0.89,0.86,gemini
11,0.12,350.0,3,2,6,0.75,0.63,1,0.77,0.67,0.23,0,5,10,70.0,0.72,0.17,5,0.52,0.72,0.63,gemini
19,0.68,570.0,1,0,10,0.32,0.22,0,0.47,0.27,0.6,1,10,5,230.0,0.37,0.47,8,0.16,0.37,0.27,gemini
4,-0.22,130.0,5,3,2,0.97,0.97,1,0.97,0.94,0.06,0,0,18,12.0,0.94,0.02,10,0.88,0.94,0.9,gemini
13,0.25,395.0,3,2,7,0.63,0.48,0,0.7,0.53,0.29,0,6,9,110.0,0.57,0.27,4,0.43,0.68,0.48,gemini
20,0.78,598.0,1,0,10,0.19,0.11,0,0.4,0.2,0.63,1,10,4,295.0,0.31,0.53,9,0.11,0.31,0.21,gemini
3,-0.27,102.0,5,3,1,0.99,0.99,1,0.99,0.97,0.03,0,0,20,6.0,0.98,0.01,10,0.93,0.98,0.95,gemini
17,0.59,535.0,1,0,9,0.32,0.22,0,0.48,0.3,0.51,1,9,2,195.0,0.37,0.48,7,0.14,0.39,0.24,gemini
12,0.14,338.0,3,2,6,0.78,0.68,1,0.82,0.71,0.23,0,4,12,61.0,0.77,0.15,6,0.57,0.8,0.7,gemini
8,-0.01,212.0,4,3,4,0.92,0.89,1,0.93,0.86,0.08,0,2,18,29.0,0.89,0.03,8,0.78,0.92,0.86,gemini
15,0.39,478.0,2,1,8,0.55,0.4,0,0.62,0.47,0.37,0,7,7,122.0,0.52,0.29,3,0.32,0.58,0.4,gemini
5,-0.19,152.0,5,3,3,0.96,0.95,1,0.96,0.91,0.07,0,1,15,15.0,0.93,0.01,9,0.85,0.93,0.91,gemini
10,0.04,302.0,3,2,5,0.85,0.75,1,0.89,0.78,0.16,0,3,10,76.0,0.81,0.08,7,0.69,0.86,0.76,gemini
18,0.64,555.0,1,1,9,0.4,0.3,0,0.53,0.34,0.55,1,9,5,225.0,0.41,0.49,7,0.21,0.44,0.34,gemini
6,-0.12,184.0,4,2,4,0.87,0.8,1,0.88,0.79,0.11,0,2,14,45.0,0.83,0.06,8,0.68,0.86,0.79,gemini
14,0.2,408.0,2,1,7,0.66,0.51,0,0.71,0.56,0.32,0,6,9,98.0,0.61,0.23,4,0.47,0.66,0.51,gemini
9,-0.09,238.0,4,3,4,0.88,0.79,1,0.89,0.8,0.16,0,3,16,25.0,0.87,0.08,9,0.76,0.88,0.8,gemini
16,0.3,492.0,2,1,8,0.53,0.38,0,0.61,0.46,0.43,1,8,7,142.0,0.49,0.37,6,0.28,0.53,0.38,gemini
7,-0.16,194.0,5,3,3,0.9,0.88,1,0.91,0.85,0.1,0,1,17,24.0,0.89,0.05,10,0.79,0.89,0.86,gemini
11,0.1,360.0,3,2,6,0.74,0.63,1,0.76,0.66,0.21,0,5,11,78.0,0.71,0.18,5,0.51,0.71,0.63,gemini
19,0.72,585.0,1,0,10,0.28,0.18,0,0.43,0.23,0.63,1,10,4,260.0,0.33,0.53,8,0.12,0.33,0.23,gemini
4,-0.2,120.0,5,3,2,0.99,0.99,1,0.99,0.96,0.03,0,0,19,10.0,0.96,0.0,10,0.91,0.96,0.93,gemini
13,0.26,390.0,3,2,7,0.62,0.47,0,0.69,0.52,0.29,0,6,9,108.0,0.58,0.26,4,0.42,0.68,0.47,gemini
20,0.82,596.0,1,0,10,0.17,0.09,0,0.38,0.18,0.67,1,10,3,290.0,0.28,0.57,9,0.08,0.28,0.18,gemini
3,-0.3,100.0,5,3,1,1.0,1.0,1,1.0,0.99,0.01,0,0,20,5.0,0.99,0.0,10,0.96,0.99,0.97,gemini
17,0.55,520.0,1,0,9,0.35,0.25,0,0.5,0.32,0.49,1,9,2,180.0,0.4,0.46,7,0.18,0.43,0.27,gemini
12,0.13,335.0,3,2,6,0.8,0.7,1,0.84,0.72,0.22,0,4,13,56.0,0.79,0.14,6,0.59,0.82,0.71,gemini
8,-0.0,218.0,4,3,4,0.93,0.88,1,0.93,0.87,0.07,0,2,18,27.0,0.9,0.02,8,0.79,0.93,0.87,gemini
15,0.37,472.0,2,1,8,0.56,0.41,0,0.63,0.48,0.36,0,7,7,120.0,0.53,0.28,3,0.33,0.59,0.41,gemini
5,-0.18,154.0,5,3,3,0.95,0.94,1,0.96,0.91,0.06,0,1,15,16.0,0.93,0.01,9,0.85,0.93,0.91,gemini
10,0.02,304.0,3,2,5,0.86,0.76,1,0.89,0.78,0.15,0,3,10,75.0,0.82,0.07,7,0.7,0.87,0.77,gemini
18,0.65,558.0,1,1,9,0.41,0.31,0,0.54,0.35,0.56,1,9,5,228.0,0.42,0.5,7,0.22,0.45,0.35,gemini
6,-0.1,180.0,4,2,4,0.89,0.82,1,0.89,0.8,0.1,0,2,14,47.0,0.85,0.07,8,0.71,0.88,0.8,gemini
14,0.27,410.0,2,1,7,0.65,0.5,0,0.7,0.55,0.33,0,6,9,90.0,0.6,0.24,4,0.46,0.65,0.5,gemini
9,-0.08,240.0,4,3,4,0.89,0.8,1,0.89,0.81,0.15,0,3,16,28.0,0.88,0.07,9,0.77,0.89,0.81,gemini
16,0.35,498.0,2,1,8,0.52,0.37,0,0.6,0.44,0.45,1,8,7,150.0,0.48,0.39,6,0.26,0.52,0.37,gemini
7,-0.12,190.0,5,3,3,0.91,0.89,1,0.92,0.86,0.09,0,1,17,26.0,0.9,0.04,10,0.8,0.9,0.87,gemini
11,0.15,368.0,3,2,6,0.73,0.62,1,0.75,0.65,0.2,0,5,11,85.0,0.68,0.2,5,0.5,0.7,0.62,gemini
19,0.73,588.0,1,0,10,0.27,0.17,0,0.42,0.22,0.64,1,10,4,265.0,0.32,0.54,8,0.11,0.32,0.22,gemini
4,-0.2,126.0,5,3,2,0.99,0.98,1,0.98,0.95,0.03,0,0,19,11.0,0.95,0.01,10,0.9,0.95,0.92,gemini
13,0.27,392.0,3,2,7,0.63,0.48,0,0.7,0.53,0.28,0,6,9,112.0,0.59,0.25,4,0.43,0.68,0.48,gemini
20,0.8,592.0,1,0,10,0.2,0.1,0,0.39,0.19,0.66,1,10,3,292.0,0.29,0.56,9,0.09,0.29,0.19,gemini
3,-0.28,100.0,5,3,1,1.0,1.0,1,1.0,0.99,0.01,0,0,20,5.0,0.99,0.0,10,0.95,0.99,0.97,gemini
17,0.58,530.0,1,0,9,0.32,0.22,0,0.48,0.3,0.51,1,9,2,190.0,0.37,0.49,7,0.15,0.4,0.25,gemini
12,0.19,348.0,3,2,6,0.77,0.67,1,0.81,0.7,0.24,0,4,12,60.0,0.76,0.16,6,0.56,0.79,0.69,gemini
8,-0.07,204.0,4,3,4,0.9,0.86,1,0.91,0.85,0.1,0,2,18,34.0,0.87,0.04,8,0.76,0.9,0.85,gemini
15,0.45,490.0,2,1,8,0.57,0.44,0,0.65,0.5,0.42,0,7,7,132.0,0.55,0.34,3,0.35,0.61,0.45,gemini
5,-0.15,150.0,5,3,3,0.96,0.95,1,0.97,0.92,0.05,0,1,15,14.5,0.94,0.01,9,0.86,0.94,0.92,gemini
10,0.0,300.0,3,2,5,0.85,0.75,1,0.89,0.78,0.16,0,3,10,77.0,0.81,0.08,7,0.68,0.86,0.76,gemini
18,0.66,560.0,1,1,9,0.42,0.32,0,0.55,0.36,0.57,1,9,5,230.0,0.43,0.51,7,0.23,0.46,0.36,gemini
6,-0.07,178.0,4,2,4,0.9,0.83,1,0.9,0.81,0.09,0,2,14,48.0,0.86,0.06,8,0.72,0.89,0.81,gemini
14,0.28,418.0,2,1,7,0.68,0.53,0,0.72,0.57,0.31,0,6,9,92.0,0.62,0.22,4,0.48,0.68,0.53,gemini
9,-0.03,248.0,4,3,4,0.91,0.84,1,0.91,0.83,0.13,0,3,16,29.0,0.9,0.05,9,0.79,0.9,0.83,gemini
16,0.34,508.0,2,1,8,0.51,0.36,0,0.59,0.43,0.46,1,8,7,155.0,0.47,0.4,6,0.25,0.51,0.36,gemini
7,-0.1,190.0,5,3,3,0.92,0.89,1,0.92,0.87,0.08,0,1,17,25.0,0.91,0.03,10,0.81,0.91,0.88,gemini
11,0.16,370.0,3,2,6,0.7,0.6,1,0.73,0.63,0.22,0,5,11,88.0,0.67,0.21,5,0.48,0.68,0.6,gemini
19,0.74,590.0,1,0,10,0.26,0.16,0,0.41,0.21,0.65,1,10,4,270.0,0.31,0.55,8,0.1,0.31,0.21,gemini
4,-0.22,124.0,5,3,2,0.98,0.97,1,0.98,0.94,0.04,0,0,19,10.8,0.94,0.01,10,0.89,0.94,0.91,gemini
13,0.28,394.0,3,2,7,0.64,0.49,0,0.71,0.54,0.27,0,6,9,114.0,0.6,0.24,4,0.44,0.69,0.49,gemini
20,0.83,598.0,1,0,10,0.16,0.08,0,0.37,0.17,0.68,1,10,3,295.0,0.27,0.58,9,0.07,0.27,0.17,gemini
3,-0.29,100.0,5,3,1,1.0,1.0,1,1.0,0.99,0.01,0,0,20,5.0,0.99,0.0,10,0.96,0.99,0.97,gemini
17,0.59,535.0,1,0,9,0.31,0.21,0,0.47,0.29,0.52,1,9,2,198.0,0.36,0.5,7,0.14,0.39,0.24,gemini
12,0.2,350.0,3,2,6,0.76,0.66,1,0.8,0.69,0.25,0,4,12,62.0,0.75,0.17,6,0.55,0.78,0.68,gemini
8,-0.08,202.0,4,3,4,0.89,0.85,1,0.9,0.84,0.11,0,2,18,35.0,0.86,0.05,8,0.75,0.89,0.84,gemini
15,0.46,492.0,2,1,8,0.58,0.45,0,0.66,0.51,0.43,0,7,7,135.0,0.56,0.35,3,0.36,0.62,0.46,gemini
5,-0.14,148.0,5,3,3,0.97,0.96,1,0.97,0.92,0.04,0,1,15,14.0,0.95,0.0,9,0.87,0.95,0.93,gemini
10,0.0,298.0,3,2,5,0.86,0.76,1,0.9,0.79,0.15,0,3,10,78.0,0.83,0.07,7,0.69,0.87,0.77,gemini
18,0.67,562.0,1,1,9,0.43,0.33,0,0.56,0.37,0.58,1,9,5,232.0,0.44,0.52,7,0.24,0.47,0.37,gemini
6,-0.06,176.0,4,2,4,0.91,0.84,1,0.91,0.82,0.08,0,2,14,49.0,0.87,0.05,8,0.73,0.9,0.82,gemini
14,0.29,420.0,2,1,7,0.69,0.54,0,0.73,0.58,0.3,0,6,9,94.0,0.63,0.21,4,0.49,0.69,0.54,gemini
9,-0.02,250.0,4,3,4,0.92,0.85,1,0.92,0.84,0.12,0,3,16,30.0,0.91,0.04,9,0.8,0.91,0.84,gemini
16,0.33,510.0,2,1,8,0.5,0.35,0,0.58,0.42,0.47,1,8,7,158.0,0.46,0.41,6,0.24,0.5,0.35,gemini
7,-0.1,192.0,5,3,3,0.93,0.9,1,0.93,0.88,0.07,0,1,17,24.0,0.92,0.02,10,0.82,0.92,0.89,gemini
11,0.17,372.0,3,2,6,0.69,0.59,1,0.72,0.62,0.23,0,5,11,90.0,0.66,0.22,5,0.47,0.67,0.59,gemini
19,0.75,592.0,1,0,10,0.25,0.15,0,0.4,0.2,0.66,1,10,4,275.0,0.3,0.56,8,0.09,0.3,0.2,gemini
4,-0.2,122.0,5,3,2,0.99,0.99,1,0.99,0.96,0.03,0,0,19,10.0,0.96,0.0,10,0.91,0.96,0.93,gemini
13,0.29,396.0,3,2,7,0.65,0.5,0,0.72,0.55,0.26,0,6,9,116.0,0.61,0.23,4,0.45,0.7,0.5,gemini
20,0.84,600.0,1,0,10,0.15,0.07,0,0.36,0.16,0.69,1,10,3,300.0,0.26,0.59,9,0.06,0.26,0.16,gemini
12,0.15,340.0,3,2,6,0.78,0.68,1,0.82,0.71,0.24,0,4,12,60.5,0.77,0.15,6,0.57,0.8,0.7,gemini
8,-0.04,210.0,4,3,4,0.91,0.88,1,0.92,0.86,0.09,0,2,18,31.0,0.88,0.05,8,0.77,0.91,0.86,gemini
15,0.41,480.0,2,1,8,0.55,0.4,0,0.62,0.47,0.38,0,7,7,122.0,0.52,0.29,3,0.32,0.58,0.4,gemini
5,-0.17,155.0,5,3,3,0.94,0.93,1,0.95,0.9,0.08,0,1,15,16.5,0.92,0.02,9,0.84,0.92,0.9,gemini
10,0.01,305.0,3,2,5,0.84,0.74,1,0.88,0.77,0.17,0,3,10,74.0,0.8,0.1,7,0.67,0.85,0.74,gemini
18,0.6,545.0,1,1,9,0.37,0.27,0,0.51,0.32,0.53,1,9,6,215.0,0.39,0.47,7,0.19,0.42,0.32,gemini
6,-0.1,185.0,4,2,4,0.89,0.82,1,0.89,0.8,0.12,0,2,14,45.0,0.85,0.08,8,0.7,0.88,0.8,gemini
14,0.25,410.0,2,1,7,0.65,0.5,0,0.7,0.55,0.35,0,6,8,90.0,0.6,0.25,4,0.45,0.65,0.5,gemini
9,-0.08,240.0,4,3,4,0.9,0.8,1,0.9,0.82,0.15,0,3,16,25.0,0.89,0.07,9,0.78,0.9,0.82,gemini
16,0.35,500.0,2,1,8,0.5,0.35,0,0.58,0.4,0.48,1,8,6,150.0,0.45,0.4,6,0.25,0.5,0.35,gemini
7,-0.15,195.0,5,3,3,0.93,0.9,1,0.93,0.88,0.09,0,1,17,20.0,0.91,0.03,10,0.8,0.91,0.88,gemini
11,0.1,360.0,3,2,6,0.7,0.6,1,0.75,0.65,0.2,0,5,11,80.0,0.7,0.2,5,0.5,0.7,0.6,gemini
19,0.7,580.0,1,0,10,0.3,0.2,0,0.45,0.25,0.6,1,10,4,250.0,0.35,0.5,8,0.15,0.35,0.25,gemini
4,-0.25,120.0,5,3,2,0.98,0.98,1,0.98,0.95,0.05,0,0,19,10.0,0.95,0.01,10,0.9,0.95,0.92,gemini
13,0.2,380.0,3,2,7,0.6,0.45,0,0.68,0.5,0.3,0,6,9,100.0,0.55,0.3,4,0.4,0.6,0.45,gemini
20,0.8,590.0,1,0,10,0.2,0.1,0,0.4,0.2,0.65,1,10,3,280.0,0.3,0.55,9,0.1,0.3,0.2,gemini
3,-0.3,100.0,5,3,1,1.0,1.0,1,1.0,0.98,0.02,0,0,20,5.0,0.98,0.0,10,0.95,0.98,0.95,gemini
17,0.5,520.0,1,0,9,0.35,0.25,0,0.52,0.35,0.5,1,9,2,180.0,0.4,0.48,7,0.18,0.45,0.3,gemini
11,0.18,370.0,3,2,6,0.72,0.68,1,0.78,0.68,0.22,0,4,13,65.0,0.78,0.18,6,0.6,0.75,0.7,gemini
7,-0.12,205.0,4,3,4,0.9,0.85,1,0.9,0.83,0.11,0,2,17,35.0,0.87,0.06,8,0.72,0.87,0.83,gemini
16,0.45,510.0,2,1,8,0.48,0.38,0,0.56,0.42,0.46,1,8,6,160.0,0.42,0.42,6,0.28,0.48,0.38,gemini
9,-0.07,250.0,4,3,4,0.88,0.78,1,0.88,0.8,0.16,0,3,15,28.0,0.86,0.09,9,0.7,0.88,0.78,gemini
